Gene_ID,t_protein_cimp_positive
NTN4,0
NTPCR,0
NUB1,0
NUBP1,0
NUBP2,0
NUBPL,0
NUCB1,0
NUCB2,0
NUCKS1,0
NUDC,0
NUDCD1,0
NUDCD2,0
NUDCD3,0
NUDT1,0
NUDT12,0
NUDT14,0
NUDT15,0
NUDT16,0
NUDT16L1,0
NUDT18,0
NUDT19,0
NUDT2,0
NUDT21,0
NUDT22,0
NUDT3,0
NUDT4,0
NUDT4B,0
NUDT5,0
NUDT6,0
NUDT7,0
NUDT8,0
NUDT9,0
NUFIP2,0
NUMA1,0
NUMB,0
NUMBL,0
NUP107,0
NUP133,0
NUP153,0
NUP155,0
NUP160,0
NUP188,0
NUP205,0
NUP210,0
NUP214,0
NUP35,0
NUP37,0
NUP43,0
NUP50,0
NUP54,0
NUP58,0
NUP62,0
NUP85,0
NUP88,0
NUP93,0
NUP98,0
NUPL2,0
NUPR1,0
NUS1,0
NUTF2,0
NVL,0
NXF1,0
NXN,0
NXNL1,0
NXT1,0
NXT2,0
NYAP1,0
OAF,0
OARD1,0
OAS1,0
OAS2,0
OAS3,0
OASL,0
OAT,0
OBSL1,0
OCIAD1,0
OCIAD2,0
OCLN,0
OCRL,0
ODF2,0
ODR4,0
OFD1,0
OGA,0
OGDH,0
OGDHL,0
OGFOD1,0
OGFOD2,0
OGFOD3,0
OGFR,0
OGFRL1,0
OGN,0
OGT,0
OLA1,0
OLFM4,0
OLFML1,0
OLFML2A,0
OLFML3,0
OMA1,0
OMD,0
OPA1,0
OPA3,0
OPHN1,0
OPLAH,0
OPTN,0
OR4C16,0
ORAI1,0
ORC2,0
ORC3,0
ORC4,0
ORC5,0
ORM1,0
ORM2,0
ORMDL3,0
OS9,0
OSBP,0
OSBP2,0
OSBPL10,0
OSBPL11,0
OSBPL1A,0
OSBPL2,0
OSBPL3,0
OSBPL5,0
OSBPL6,0
OSBPL7,0
OSBPL8,0
OSBPL9,0
OSCP1,0
OSGEP,0
OSGEPL1,0
OSTC,0
OSTF1,0
OSTM1,0
OTC,0
OTUB1,0
OTUD1,0
OTUD3,0
OTUD4,0
OTUD5,0
OTUD6B,0
OTUD7B,0
OTULIN,0
OTULINL,0
OVCA2,0
OXA1L,0
OXCT1,0
OXLD1,0
OXNAD1,0
OXR1,0
OXSM,0
OXSR1,0
P2RX4,0
P2RX7,0
P3H1,0
P3H2,0
P3H3,0
P3H4,0
P4HA1,0
P4HA2,0
P4HB,0
P4HTM,0
PA2G4,0
PAAF1,0
PABPC1,0
PABPC3,0
PABPC4,0
PABPN1,0
PACS1,0
PACS2,0
PACSIN2,0
PACSIN3,0
PADI2,0
PADI4,0
PAF1,0
PAFAH1B1,0
PAFAH1B2,0
PAFAH1B3,0
PAFAH2,0
PAG1,0
PAGR1,0
PAH,0
PAICS,0
PAIP1,0
PAIP2,0
PAIP2B,0
PAK1,0
PAK1IP1,0
PAK2,0
PAK4,0
PALD1,0
PALLD,0
PALM,0
PALM2,0
PALM2-AKAP2,0
PALM3,0
PALMD,0
PAM,0
PAMR1,0
PAN2,0
PAN3,0
PANK1,0
PANK2,0
PANK4,0
PANX1,0
PAOX,0
PAPLN,0
PAPOLA,0
PAPOLG,0
PAPPA,0
PAPPA2,0
PAPSS1,0
PAPSS2,0
PAQR7,0
PARD3,0
PARD3B,0
PARD6B,0
PARG,0
PARK7,0
PARL,0
PARM1,0
PARN,0
PARP1,0
PARP10,0
PARP12,0
PARP14,0
PARP16,0
PARP2,0
PARP4,0
PARP9,0
PARS2,0
PARVA,0
PARVB,0
PARVG,0
PATJ,0
PATL1,0
PATZ1,0
PAWR,0
PAX2,0
PAX8,0
PAXBP1,0
PAXIP1,0
PAXX,0
PBDC1,0
PBLD,0
PBRM1,0
PBX1,0
PBX2,0
PBXIP1,0
PC,0
PCBD1,0
PCBD2,0
PCBP1,0
PCBP2,0
PCBP3,0
PCCA,0
PCCB,0
PCDH1,0
PCDH12,0
PCDHB8,0
PCDHGC5,0
PCF11,0
PCGF2,0
PCGF5,0
PCID2,0
PCIF1,0
PCK1,0
PCK2,0
PCLO,0
PCM1,0
PCMT1,0
PCMTD1,0
PCMTD2,0
PCNA,0
PCNP,0
PCNT,0
PCOLCE,0
PCP4,0
PCSK1N,0
PCSK6,0
PCSK9,0
PCTP,0
PCYOX1,0
PCYOX1L,0
PCYT1A,0
PCYT2,0
PDAP1,0
PDCD10,0
PDCD11,0
PDCD2,0
PDCD2L,0
PDCD4,0
PDCD5,0
PDCD6,0
PDCD6IP,0
PDCL,0
PDCL3,0
PDE10A,0
PDE12,0
PDE1A,0
PDE1C,0
PDE2A,0
PDE3A,0
PDE4D,0
PDE4DIP,0
PDE5A,0
PDE6D,0
PDE8A,0
PDE8B,0
PDE9A,0
PDF,0
PDGFD,0
PDGFRB,0
PDHA1,0
PDHB,0
PDHX,0
PDIA2,0
PDIA3,0
PDIA4,0
PDIA5,0
PDIA6,0
PDK1,0
PDK2,0
PDK3,0
PDK4,0
PDLIM1,0
PDLIM2,0
PDLIM3,0
PDLIM4,0
PDLIM5,0
PDLIM7,0
PDP1,0
PDP2,0
PDPK1,0
PDPR,0
PDRG1,0
PDS5A,0
PDS5B,0
PDSS1,0
PDSS2,0
PDXDC1,0
PDXK,0
PDXP,0
PDZD11,0
PDZD2,0
PDZD3,0
PDZD8,0
PDZK1,0
PDZK1IP1,0
PEA15,0
PEAK1,0
PEAR1,0
PEBP1,0
PEBP4,0
PECAM1,0
PECR,0
PEF1,0
PEG10,0
PELO,0
PELP1,0
PEPD,0
PER1,0
PER3,0
PES1,0
PET100,0
PET117,0
PEX1,0
PEX10,0
PEX11A,0
PEX11B,0
PEX12,0
PEX14,0
PEX16,0
PEX19,0
PEX26,0
PEX3,0
PEX5,0
PEX6,0
PEX7,0
PF4,0
PFAS,0
PFDN1,0
PFDN2,0
PFDN4,0
PFDN5,0
PFDN6,0
PFKFB2,0
PFKFB3,0
PFKL,0
PFKM,0
PFKP,0
PFN1,0
PFN2,0
PGA3,0
PGAM1,0
PGAM2,0
PGAM4,0
PGAM5,0
PGBD5,0
PGD,0
PGGHG,0
PGGT1B,0
PGK1,0
PGK2,0
PGLS,0
PGLYRP1,0
PGLYRP2,0
PGM1,0
PGM2,0
PGM2L1,0
PGM3,0
PGM5,0
PGP,0
PGPEP1,0
PGRMC1,0
PGRMC2,0
PGS1,0
PHACTR2,0
PHACTR4,0
PHAX,0
PHB,0
PHB2,0
PHC1,0
PHC2,0
PHC3,0
PHETA1,0
PHF1,0
PHF10,0
PHF11,0
PHF14,0
PHF2,0
PHF20L1,0
PHF21A,0
PHF23,0
PHF3,0
PHF5A,0
PHF6,0
PHF8,0
PHGDH,0
PHIP,0
PHKA1,0
PHKA2,0
PHKB,0
PHKG2,0
PHLDA1,0
PHLDA3,0
PHLDB1,0
PHLDB2,0
PHPT1,0
PHRF1,0
PHYH,0
PHYHD1,0
PHYHIPL,0
PHYKPL,0
PI16,0
PI3,0
PI4K2A,0
PI4K2B,0
PI4KA,0
PI4KB,0
PIAS1,0
PIAS4,0
PIBF1,0
PICALM,0
PICK1,0
PID1,0
PIEZO1,0
PIGA,0
PIGBOS1,0
PIGG,0
PIGK,0
PIGN,0
PIGO,0
PIGQ,0
PIGR,0
PIGS,0
PIGT,0
PIGU,0
PIGX,0
PIH1D1,0
PIK3AP1,0
PIK3C2A,0
PIK3C2B,0
PIK3C3,0
PIK3CA,0
PIK3CB,0
PIK3CD,0
PIK3CG,0
PIK3IP1,0
PIK3R1,0
PIK3R2,0
PIK3R4,0
PIKFYVE,0
PIN1,0
PIN4,0
PIP4K2A,0
PIP4K2B,0
PIP4K2C,0
PIP4P1,0
PIP4P2,0
PIP5K1A,0
PIP5K1C,0
PIPOX,0
PIR,0
PISD,0
PITHD1,0
PITPNA,0
PITPNB,0
PITPNC1,0
PITPNM1,0
PITPNM2,0
PITRM1,0
PJA1,0
PJA2,0
PJVK,0
PKD2,0
PKIA,0
PKIG,0
PKLR,0
PKM,0
PKN1,0
PKN2,0
PKNOX1,0
PKP2,0
PKP3,0
PKP4,0
PLA2G12A,0
PLA2G12B,0
PLA2G15,0
PLA2G16,0
PLA2G1B,0
PLA2G2A,0
PLA2G4A,0
PLA2G4C,0
PLA2G4F,0
PLA2G7,0
PLA2R1,0
PLAA,0
PLAC9,0
PLAT,0
PLAU,0
PLAUR,0
PLBD1,0
PLBD2,0
PLCB1,0
PLCB2,0
PLCB3,0
PLCB4,0
PLCD1,0
PLCD3,0
PLCD4,0
PLCG1,0
PLCG2,0
PLCH1,0
PLCL1,0
PLCL2,0
PLCXD3,0
PLD1,0
PLD2,0
PLD3,0
PLD4,0
PLEC,0
PLEK,0
PLEK2,0
PLEKHA1,0
PLEKHA2,0
PLEKHA3,0
PLEKHA4,0
PLEKHA5,0
PLEKHA6,0
PLEKHA7,0
PLEKHB2,0
PLEKHF1,0
PLEKHF2,0
PLEKHG1,0
PLEKHG2,0
PLEKHG3,0
PLEKHG4B,0
PLEKHM1,0
PLEKHM2,0
PLEKHO1,0
PLEKHO2,0
PLG,0
PLGRKT,0
PLIN1,0
PLIN2,0
PLIN3,0
PLIN4,0
PLIN5,0
PLLP,0
PLOD1,0
PLOD2,0
PLOD3,0
PLP2,0
PLPBP,0
PLPP1,0
PLPP3,0
PLRG1,0
PLS1,0
PLS3,0
PLSCR1,0
PLSCR3,0
PLSCR4,0
PLTP,0
PLVAP,0
PLXDC2,0
PLXNA1,0
PLXNB1,0
PLXNB2,0
PLXNC1,0
PLXND1,0
PM20D2,0
PMF1,0
PMFBP1,0
PML,0
PMM1,0
PMM2,0
PMPCA,0
PMPCB,0
PMS2,0
PMVK,0
PNCK,0
PNISR,0
PNKD,0
PNKP,0
PNMA1,0
PNMA2,0
PNN,0
PNO1,0
PNP,0
PNPLA2,0
PNPLA4,0
PNPLA6,0
PNPLA8,0
PNPO,0
PNPT1,0
POC1B,0
POC1B-GALNT4,0
POC5,0
PODN,0
PODXL,0
POF1B,0
POFUT1,0
POFUT2,0
POGK,0
POGLUT1,0
POGZ,0
POLA1,0
POLB,0
POLD1,0
POLD2,0
POLD3,0
POLD4,0
POLDIP2,0
POLDIP3,0
POLE3,0
POLE4,0
POLG,0
POLG2,0
POLI,0
POLK,0
POLR1A,0
POLR1B,0
POLR1C,0
POLR1D,0
POLR1E,0
POLR2A,0
POLR2B,0
POLR2C,0
POLR2D,0
POLR2E,0
POLR2F,0
POLR2G,0
POLR2H,0
POLR2I,0
POLR2J3,0
POLR2K,0
POLR2L,0
POLR3A,0
POLR3B,0
POLR3C,0
POLR3D,0
POLR3E,0
POLR3F,0
POLR3GL,0
POLR3H,0
POLRMT,0
POM121C,0
POMGNT1,0
POMGNT2,0
POMP,0
POMT1,0
PON1,0
PON2,0
POP1,0
POP4,0
POP5,0
POP7,0
POR,0
POSTN,0
POT1,0
POTEE,0
POTEF,0
POTEI,0
POTEJ,0
POU2F1,0
POU3F3,0
PPA1,0
PPA2,0
PPAN-P2RY11,0
PPAT,0
PPBP,0
PPCDC,0
PPCS,0
PPDPF,0
PPFIA1,0
PPFIBP1,0
PPFIBP2,0
PPHLN1,0
PPIA,0
PPIB,0
PPIC,0
PPID,0
PPIE,0
PPIF,0
PPIG,0
PPIH,0
PPIL1,0
PPIL2,0
PPIL3,0
PPIL4,0
PPIP5K1,0
PPIP5K2,0
PPL,0
PPM1A,0
PPM1B,0
PPM1F,0
PPM1G,0
PPM1H,0
PPM1K,0
PPM1L,0
PPME1,0
PPOX,0
PPP1CA,0
PPP1CB,0
PPP1CC,0
PPP1R10,0
PPP1R11,0
PPP1R12A,0
PPP1R12B,0
PPP1R12C,0
PPP1R13B,0
PPP1R13L,0
PPP1R14A,0
PPP1R14B,0
PPP1R14C,0
PPP1R16A,0
PPP1R16B,0
PPP1R18,0
PPP1R1A,0
PPP1R2,0
PPP1R21,0
PPP1R37,0
PPP1R3D,0
PPP1R3E,0
PPP1R3G,0
PPP1R7,0
PPP1R8,0
PPP1R9A,0
PPP1R9B,0
PPP2CA,0
PPP2CB,0
PPP2R1A,0
PPP2R1B,0
PPP2R2A,0
PPP2R2D,0
PPP2R3A,0
PPP2R5A,0
PPP2R5B,0
PPP2R5C,0
PPP2R5D,0
PPP2R5E,0
PPP3CA,0
PPP3CB,0
PPP3CC,0
PPP3R1,0
PPP4C,0
PPP4R1,0
PPP4R2,0
PPP4R3A,0
PPP4R3B,0
PPP5C,0
PPP6C,0
PPP6R1,0
PPP6R2,0
PPP6R3,0
PPT1,0
PPT2,0
PPTC7,0
PPWD1,0
PQBP1,0
PRAF2,0
PRAG1,0
PRAM1,0
PRAP1,0
PRCC,0
PRCP,0
PRDM16,0
PRDX1,0
PRDX2,0
PRDX3,0
PRDX4,0
PRDX5,0
PRDX6,0
PREB,0
PRELP,0
PREP,0
PREPL,0
PREX1,0
PREX2,0
PRF1,0
PRG2,0
PRG3,0
PRG4,0
PRIM2,0
PRIMPOL,0
PRKAA1,0
PRKAA2,0
PRKAB1,0
PRKAB2,0
PRKACA,0
PRKACB,0
PRKAG1,0
PRKAG2,0
PRKAR1A,0
PRKAR1B,0
PRKAR2A,0
PRKAR2B,0
PRKCA,0
PRKCB,0
PRKCD,0
PRKCE,0
PRKCH,0
PRKCI,0
PRKCQ,0
PRKCSH,0
PRKCZ,0
PRKD1,0
PRKD2,0
PRKDC,0
PRKG1,0
PRKN,0
PRKRA,0
PRKRIP1,0
PRMT1,0
PRMT2,0
PRMT3,0
PRMT5,0
PRMT7,0
PRMT9,0
PRNP,0
PROC,0
PROCR,0
PRODH,0
PRODH2,0
PROM1,0
PROM2,0
PROS1,0
PROSER1,0
PROSER2,0
PROZ,0
PRPF18,0
PRPF19,0
PRPF3,0
PRPF31,0
PRPF38A,0
PRPF38B,0
PRPF39,0
PRPF4,0
PRPF40A,0
PRPF40B,0
PRPF4B,0
PRPF6,0
PRPF8,0
PRPH,0
PRPS1,0
PRPS2,0
PRPSAP1,0
PRPSAP2,0
PRR12,0
PRR14,0
PRR15,0
PRR5,0
PRRC1,0
PRRC2A,0
PRRC2B,0
PRRC2C,0
PRSS1,0
PRSS2,0
PRSS23,0
PRSS8,0
PRTFDC1,0
PRTN3,0
PRUNE1,0
PRUNE2,0
PSAP,0
PSAT1,0
PSD3,0
PSD4,0
PSEN1,0
PSIP1,0
PSMA1,0
PSMA2,0
PSMA3,0
PSMA4,0
PSMA5,0
PSMA6,0
PSMA7,0
PSMB1,0
PSMB10,0
PSMB2,0
PSMB3,0
PSMB4,0
PSMB5,0
PSMB6,0
PSMB7,0
PSMB8,0
PSMB9,0
PSMC1,0
PSMC2,0
PSMC3,0
PSMC4,0
PSMC5,0
PSMC6,0
PSMD1,0
PSMD10,0
PSMD11,0
PSMD12,0
PSMD13,0
PSMD14,0
PSMD2,0
PSMD3,0
PSMD4,0
PSMD5,0
PSMD6,0
PSMD7,0
PSMD8,0
PSMD9,0
PSME1,0
PSME2,0
PSME3,0
PSME4,0
PSMF1,0
PSMG1,0
PSMG2,0
PSMG3,0
PSMG4,0
PSPC1,0
PSPH,0
PSTPIP1,0
PSTPIP2,0
PTAR1,0
PTBP1,0
PTBP2,0
PTBP3,0
PTCD2,0
PTCD3,0
PTDSS1,0
PTDSS2,0
PTEN,0
PTER,0
PTGDS,0
PTGER3,0
PTGES,0
PTGES2,0
PTGES3,0
PTGFRN,0
PTGIS,0
PTGR1,0
PTGR2,0
PTGS1,0
PTH1R,0
PTK2,0
PTK2B,0
PTK7,0
PTMA,0
PTMS,0
PTN,0
PTP4A1,0
PTP4A2,0
PTPA,0
PTPMT1,0
PTPN1,0
PTPN11,0
PTPN12,0
PTPN13,0
PTPN14,0
PTPN18,0
PTPN2,0
PTPN21,0
PTPN23,0
PTPN3,0
PTPN4,0
PTPN6,0
PTPN7,0
PTPN9,0
PTPRA,0
PTPRB,0
PTPRC,0
PTPRCAP,0
PTPRD,0
PTPRE,0
PTPRF,0
PTPRG,0
PTPRJ,0
PTPRK,0
PTPRM,0
PTPRO,0
PTPRS,0
PTPRU,0
PTRH1,0
PTRH2,0
PTRHD1,0
PTS,0
PTTG1IP,0
PTX3,0
PUDP,0
PUF60,0
PUM1,0
PUM2,0
PUM3,0
PURA,0
PURB,0
PUS1,0
PUS10,0
PUS3,0
PUS7,0
PUS7L,0
PUSL1,0
PVALB,0
PVR,0
PWP1,0
PWP2,0
PWWP2A,0
PXDC1,0
PXDN,0
PXK,0
PXMP2,0
PXMP4,0
PXN,0
PYCARD,0
PYCR1,0
PYCR2,0
PYCR3,0
PYGB,0
PYGL,0
PYGM,0
PYGO2,0
PYHIN1,0
PYM1,0
PYROXD1,0
PYROXD2,0
PYURF,0
PZP,0
QARS,0
QDPR,0
QKI,0
QPCT,0
QPCTL,0
QPRT,0
QRICH1,0
QRSL1,0
QSER1,0
QSOX1,0
QSOX2,0
QTRT1,0
QTRT2,0
R3HCC1,0
R3HCC1L,0
R3HDM1,0
R3HDM2,0
RAB10,0
RAB11A,0
RAB11B,0
RAB11FIP1,0
RAB11FIP2,0
RAB11FIP3,0
RAB11FIP4,0
RAB11FIP5,0
RAB12,0
RAB13,0
RAB14,0
RAB17,0
RAB18,0
RAB19,0
RAB1A,0
RAB1B,0
RAB20,0
RAB21,0
RAB22A,0
RAB23,0
RAB24,0
RAB25,0
RAB27A,0
RAB27B,0
RAB28,0
RAB29,0
RAB2A,0
RAB2B,0
RAB30,0
RAB31,0
RAB32,0
RAB33B,0
RAB34,0
RAB35,0
RAB36,0
RAB38,0
RAB39A,0
RAB3A,0
RAB3D,0
RAB3GAP1,0
RAB3GAP2,0
RAB3IL1,0
RAB3IP,0
RAB40C,0
RAB42,0
RAB43,0
RAB4A,0
RAB4B,0
RAB5A,0
RAB5B,0
RAB5C,0
RAB5IF,0
RAB6A,0
RAB6B,0
RAB6D,0
RAB7A,0
RAB8A,0
RAB8B,0
RAB9A,0
RABAC1,0
RABEP1,0
RABEP2,0
RABEPK,0
RABGAP1,0
RABGAP1L,0
RABGEF1,0
RABGGTA,0
RABGGTB,0
RABIF,0
RABL2B,0
RABL3,0
RABL6,0
RAC1,0
RAC2,0
RACK1,0
RAD1,0
RAD17,0
RAD21,0
RAD23A,0
RAD23B,0
RAD50,0
RAD54L2,0
RAD9A,0
RAE1,0
RAF1,0
RAI1,0
RAI14,0
RALA,0
RALB,0
RALBP1,0
RALGAPA1,0
RALGAPA2,0
RALGAPB,0
RALGPS2,0
RALY,0
RALYL,0
RAMAC,0
RAMP2,0
RAN,0
RANBP1,0
RANBP10,0
RANBP2,0
RANBP3,0
RANBP6,0
RANBP9,0
RANGAP1,0
RANGRF,0
RAP1A,0
RAP1B,0
RAP1GAP,0
RAP1GAP2,0
RAP1GDS1,0
RAP2A,0
RAP2B,0
RAP2C,0
RAPGEF1,0
RAPGEF2,0
RAPGEF3,0
RAPGEF4,0
RAPGEF6,0
RAPH1,0
RARA,0
RARRES2,0
RARS,0
RARS2,0
RASA1,0
RASA2,0
RASA3,0
RASA4B,0
RASAL1,0
RASAL2,0
RASAL3,0
RASGRF2,0
RASGRP2,0
RASIP1,0
RASL12,0
RASSF2,0
RASSF4,0
RASSF5,0
RASSF6,0
RASSF7,0
RASSF8,0
RAVER1,0
RAVER2,0
RB1,0
RB1CC1,0
RBBP4,0
RBBP5,0
RBBP6,0
RBBP7,0
RBBP9,0
RBCK1,0
RBFA,0
RBFOX2,0
RBKS,0
RBL2,0
RBM10,0
RBM12,0
RBM12B,0
RBM14,0
RBM15,0
RBM15B,0
RBM17,0
RBM18,0
RBM19,0
RBM22,0
RBM25,0
RBM26,0
RBM27,0
RBM28,0
RBM3,0
RBM33,0
RBM34,0
RBM38,0
RBM39,0
RBM4,0
RBM42,0
RBM43,0
RBM45,0
RBM47,0
RBM4B,0
RBM5,0
RBM6,0
RBM7,0
RBM8A,0
RBMS1,0
RBMS2,0
RBMS3,0
RBMX,0
RBMX2,0
RBMXL1,0
RBP1,0
RBP4,0
RBP5,0
RBP7,0
RBPJ,0
RBPMS,0
RBPMS2,0
RBSN,0
RBX1,0
RC3H1,0
RC3H2,0
RCAN1,0
RCBTB1,0
RCBTB2,0
RCC1,0
RCC1L,0
RCC2,0
RCCD1,0
RCHY1,0
RCL1,0
RCN1,0
RCN2,0
RCN3,0
RCOR1,0
RCOR3,0
RCSD1,0
RDH10,0
RDH11,0
RDH12,0
RDH14,0
RDX,0
RECK,0
RECQL,0
RECQL5,0
REEP3,0
REEP4,0
REEP5,0
REEP6,0
REG1A,0
REL,0
RELA,0
RELB,0
RELCH,0
RELL1,0
REN,0
RENBP,0
REPIN1,0
REPS1,0
REPS2,0
RER1,0
RERE,0
RERG,0
REST,0
RETN,0
RETREG2,0
RETREG3,0
RETSAT,0
REXO2,0
REXO4,0
RFC1,0
RFC2,0
RFC3,0
RFC4,0
RFC5,0
RFESD,0
RFFL,0
RFK,0
RFLNB,0
RFT1,0
RFTN1,0
RFX1,0
RFX2,0
RFX5,0
RFXANK,0
RFXAP,0
RGCC,0
RGL1,0
RGL2,0
RGL3,0
RGN,0
RGP1,0
RGS10,0
RGS12,0
RGS14,0
RGS19,0
RGS3,0
RHAG,0
RHBDD2,0
RHBDF1,0
RHBDF2,0
RHCE,0
RHCG,0
RHEB,0
RHOA,0
RHOB,0
RHOC,0
RHOF,0
RHOG,0
RHOQ,0
RHOT1,0
RHOT2,0
RHPN2,0
RIC8A,0
RIC8B,0
RICTOR,0
RIDA,0
RIF1,0
RILP,0
RILPL1,0
RILPL2,0
RIN1,0
RIN2,0
RIN3,0
RING1,0
RINT1,0
RIOK1,0
RIOK2,0
RIOK3,0
RIOX1,0
RIOX2,0
RIPK1,0
RIPK2,0
RIPK3,0
RIPK4,0
RIPOR1,0
RIT1,0
RLIM,0
RMC1,0
RMDN1,0
RMDN2,0
RMDN3,0
RMND1,0
RMND5A,0
RNASE1,0
RNASE2,0
RNASE3,0
RNASE4,0
RNASE6,0
RNASEH2A,0
RNASEH2B,0
RNASEH2C,0
RNASEL,0
RNASET2,0
RND3,0
RNF10,0
RNF11,0
RNF113A,0
RNF114,0
RNF115,0
RNF121,0
RNF123,0
RNF126,0
RNF13,0
RNF135,0
RNF14,0
RNF146,0
RNF166,0
RNF167,0
RNF169,0
RNF170,0
RNF181,0
RNF185,0
RNF187,0
RNF2,0
RNF20,0
RNF213,0
RNF214,0
RNF219,0
RNF220,0
RNF25,0
RNF31,0
RNF4,0
RNF40,0
RNF41,0
RNF5,0
RNF7,0
RNGTT,0
RNH1,0
RNLS,0
RNMT,0
RNPC3,0
RNPEP,0
RNPS1,0
ROBO1,0
ROCK1,0
ROCK2,0
ROGDI,0
ROMO1,0
ROR1,0
RP1L1,0
RP2,0
RP9,0
RPA1,0
RPA2,0
RPA3,0
RPAIN,0
RPAP1,0
RPAP2,0
RPAP3,0
RPE,0
RPEL1,0
RPF1,0
RPF2,0
RPIA,0
RPL10,0
RPL10A,0
RPL11,0
RPL12,0
RPL13,0
RPL13A,0
RPL14,0
RPL15,0
RPL17,0
RPL18,0
RPL18A,0
RPL19,0
RPL21,0
RPL22,0
RPL22L1,0
RPL23,0
RPL23A,0
RPL24,0
RPL26,0
RPL26L1,0
RPL27,0
RPL27A,0
RPL28,0
RPL29,0
RPL3,0
RPL30,0
RPL31,0
RPL32,0
RPL34,0
RPL35,0
RPL35A,0
RPL36,0
RPL36A-HNRNPH2,0
RPL36AL,0
RPL37,0
RPL37A,0
RPL38,0
RPL39,0
RPL4,0
RPL5,0
RPL6,0
RPL7,0
RPL7A,0
RPL7L1,0
RPL8,0
RPL9,0
RPLP0,0
RPLP1,0
RPLP2,0
RPN1,0
RPN2,0
RPP14,0
RPP21,0
RPP25,0
RPP25L,0
RPP30,0
RPP38,0
RPP40,0
RPRD1A,0
RPRD1B,0
RPRD2,0
RPS10,0
RPS11,0
RPS12,0
RPS13,0
RPS14,0
RPS15,0
RPS15A,0
RPS16,0
RPS17,0
RPS18,0
RPS19,0
RPS19BP1,0
RPS2,0
RPS20,0
RPS21,0
RPS23,0
RPS24,0
RPS25,0
RPS26,0
RPS27,0
RPS27A,0
RPS27L,0
RPS28,0
RPS29,0
RPS3,0
RPS3A,0
RPS4X,0
RPS4Y1,0
RPS5,0
RPS6,0
RPS6KA1,0
RPS6KA3,0
RPS6KA4,0
RPS6KA5,0
RPS6KB1,0
RPS6KB2,0
RPS6KC1,0
RPS7,0
RPS8,0
RPS9,0
RPSA,0
RPTOR,0
RPUSD2,0
RPUSD3,0
RPUSD4,0
RRAD,0
RRAGA,0
RRAGB,0
RRAGC,0
RRAGD,0
RRAS,0
RRAS2,0
RRBP1,0
RREB1,0
RRM1,0
RRM2,0
RRM2B,0
RRN3,0
RRP1,0
RRP12,0
RRP15,0
RRP1B,0
RRP7A,0
RRP8,0
RRP9,0
RRS1,0
RSAD1,0
RSBN1,0
RSBN1L,0
RSF1,0
RSL1D1,0
RSL24D1,0
RSPRY1,0
RSRC1,0
RSRC2,0
RSU1,0
RTCA,0
RTCB,0
RTF1,0
RTF2,0
RTKN,0
RTL8C,0
RTN1,0
RTN2,0
RTN3,0
RTN4,0
RTN4IP1,0
RTRAF,0
RUBCN,0
RUFY1,0
RUFY2,0
RUFY3,0
RUNX1,0
RUNX2,0
RUNX3,0
RUVBL1,0
RUVBL2,0
RWDD1,0
RWDD2B,0
RWDD4,0
RXRA,0
RXRB,0
RYBP,0
S100A1,0
S100A10,0
S100A11,0
S100A12,0
S100A13,0
S100A16,0
S100A2,0
S100A3,0
S100A4,0
S100A6,0
S100A8,0
S100A9,0
S100B,0
S100P,0
SAA1,0
SAA2,0
SAA2-SAA4,0
SAAL1,0
SACM1L,0
SACS,0
SAE1,0
SAFB,0
SAFB2,0
SALL1,0
SAMD1,0
SAMD12,0
SAMD4A,0
SAMD4B,0
SAMD9,0
SAMD9L,0
SAMHD1,0
SAMM50,0
SAMSN1,0
SAP130,0
SAP18,0
SAP30,0
SAP30BP,0
SAP30L,0
SAR1A,0
SAR1B,0
SARAF,0
SARDH,0
SARM1,0
SARNP,0
SARS,0
SARS2,0
SART1,0
SART3,0
SASH1,0
SASH3,0
SAT2,0
SAV1,0
SBDS,0
SBF1,0
SBF2,0
SBNO1,0
SBSN,0
SBSPON,0
SC5D,0
SCAF1,0
SCAF11,0
SCAF4,0
SCAF8,0
SCAI,0
SCAMP1,0
SCAMP2,0
SCAMP3,0
SCAMP4,0
SCAPER,0
SCARB1,0
SCARB2,0
SCARF1,0
SCARF2,0
SCCPDH,0
SCD,0
SCD5,0
SCFD1,0
SCFD2,0
SCGN,0
SCHIP1,0
SCIN,0
SCLT1,0
SCLY,0
SCO1,0
SCO2,0
SCOC,0
SCP2,0
SCPEP1,0
SCRIB,0
SCRN1,0
SCRN2,0
SCRN3,0
SCUBE1,0
SCUBE3,0
SCYL1,0
SCYL2,0
SCYL3,0
SDAD1,0
SDC1,0
SDC2,0
SDC4,0
SDCBP,0
SDCBP2,0
SDCCAG8,0
SDE2,0
SDF2,0
SDF2L1,0
SDF4,0
SDHA,0
SDHAF1,0
SDHAF2,0
SDHAF3,0
SDHAF4,0
SDHB,0
SDHC,0
SDHD,0
SDK1,0
SDR39U1,0
SDS,0
SDSL,0
SEC11A,0
SEC11C,0
SEC13,0
SEC14L1,0
SEC14L2,0
SEC14L4,0
SEC16A,0
SEC22A,0
SEC22B,0
SEC23A,0
SEC23B,0
SEC23IP,0
SEC24A,0
SEC24B,0
SEC24C,0
SEC24D,0
SEC31A,0
SEC61A1,0
SEC61B,0
SEC61G,0
SEC62,0
SEC63,0
SECISBP2,0
SECISBP2L,0
SEH1L,0
SEL1L,0
SELENBP1,0
SELENOF,0
SELENOH,0
SELENOI,0
SELENOK,0
